D4B3  F0 04     A:80 X:55 Y:AA P:27 SP:FB CYC:6137
D4B9  A9 00     A:80 X:55 Y:AA P:27 SP:FB CYC:6140
D4BB  85 78     A:00 X:55 Y:AA P:27 SP:FB CYC:6142
D4BD  24 01     A:00 X:55 Y:AA P:27 SP:FB CYC:6145
D4BF  38        A:00 X:55 Y:AA P:E7 SP:FB CYC:6148
D4C0  C6 78     A:00 X:55 Y:AA P:E7 SP:FB CYC:6150
D4C2  F0 0C     A:00 X:55 Y:AA P:E5 SP:FB CYC:6155
D4C4  10 0A     A:00 X:55 Y:AA P:E5 SP:FB CYC:6157
D4C6  50 08     A:00 X:55 Y:AA P:E5 SP:FB CYC:6159
D4C8  90 06     A:00 X:55 Y:AA P:E5 SP:FB CYC:6161
D4CA  A5 78     A:00 X:55 Y:AA P:E5 SP:FB CYC:6163
D4CC  C9 FF     A:FF X:55 Y:AA P:E5 SP:FB CYC:6166
D4CE  F0 04     A:FF X:55 Y:AA P:67 SP:FB CYC:6168
D4D4  A9 80     A:FF X:55 Y:AA P:67 SP:FB CYC:6171
D4D6  85 78     A:80 X:55 Y:AA P:E5 SP:FB CYC:6173
D4D8  B8        A:80 X:55 Y:AA P:E5 SP:FB CYC:6176
D4D9  18        A:80 X:55 Y:AA P:A5 SP:FB CYC:6178
D4DA  C6 78     A:80 X:55 Y:AA P:A4 SP:FB CYC:6180
D4DC  F0 0C     A:80 X:55 Y:AA P:24 SP:FB CYC:6185
D4DE  30 0A     A:80 X:55 Y:AA P:24 SP:FB CYC:6187
D4E0  70 08     A:80 X:55 Y:AA P:24 SP:FB CYC:6189
D4E2  B0 06     A:80 X:55 Y:AA P:24 SP:FB CYC:6191
D4E4  A5 78     A:80 X:55 Y:AA P:24 SP:FB CYC:6193
D4E6  C9 7F     A:7F X:55 Y:AA P:24 SP:FB CYC:6196
D4E8  F0 04     A:7F X:55 Y:AA P:27 SP:FB CYC:6198
D4EE  A9 01     A:7F X:55 Y:AA P:27 SP:FB CYC:6201
D4F0  85 78     A:01 X:55 Y:AA P:25 SP:FB CYC:6203
D4F2  C6 78     A:01 X:55 Y:AA P:25 SP:FB CYC:6206
D4F4  F0 04     A:01 X:55 Y:AA P:27 SP:FB CYC:6211
D4FA  60        A:01 X:55 Y:AA P:27 SP:FB CYC:6214
C615  20 FB D4  A:01 X:55 Y:AA P:27 SP:FD CYC:6220
D4FB  A9 55     A:01 X:55 Y:AA P:27 SP:FB CYC:6226
D4FD  8D 78 06  A:55 X:55 Y:AA P:25 SP:FB CYC:6228
D500  A9 FF     A:55 X:55 Y:AA P:25 SP:FB CYC:6232
D502  85 01     A:FF X:55 Y:AA P:A5 SP:FB CYC:6234
D504  24 01     A:FF X:55 Y:AA P:A5 SP:FB CYC:6237
D506  A0 11     A:FF X:55 Y:AA P:E5 SP:FB CYC:6240
D508  A2 23     A:FF X:55 Y:11 P:65 SP:FB CYC:6242
D50A  A9 00     A:FF X:23 Y:11 P:65 SP:FB CYC:6244
D50C  AD 78 06  A:00 X:23 Y:11 P:67 SP:FB CYC:6246
D50F  F0 10     A:55 X:23 Y:11 P:65 SP:FB CYC:6250
D511  30 0E     A:55 X:23 Y:11 P:65 SP:FB CYC:6252
D513  C9 55     A:55 X:23 Y:11 P:65 SP:FB CYC:6254
D515  D0 0A     A:55 X:23 Y:11 P:67 SP:FB CYC:6256
D517  C0 11     A:55 X:23 Y:11 P:67 SP:FB CYC:6258
D519  D0 06     A:55 X:23 Y:11 P:67 SP:FB CYC:6260
D51B  E0 23     A:55 X:23 Y:11 P:67 SP:FB CYC:6262
D51D  50 02     A:55 X:23 Y:11 P:67 SP:FB CYC:6264
D51F  F0 04     A:55 X:23 Y:11 P:67 SP:FB CYC:6266
D525  A9 46     A:55 X:23 Y:11 P:67 SP:FB CYC:6269
D527  24 01     A:46 X:23 Y:11 P:65 SP:FB CYC:6271
D529  8D 78 06  A:46 X:23 Y:11 P:E5 SP:FB CYC:6274
D52C  F0 0B     A:46 X:23 Y:11 P:E5 SP:FB CYC:6278
D52E  10 09     A:46 X:23 Y:11 P:E5 SP:FB CYC:6280
D530  50 07     A:46 X:23 Y:11 P:E5 SP:FB CYC:6282
D532  AD 78 06  A:46 X:23 Y:11 P:E5 SP:FB CYC:6284
D535  C9 46     A:46 X:23 Y:11 P:65 SP:FB CYC:6288
D537  F0 04     A:46 X:23 Y:11 P:67 SP:FB CYC:6290
D53D  A9 55     A:46 X:23 Y:11 P:67 SP:FB CYC:6293
D53F  8D 78 06  A:55 X:23 Y:11 P:65 SP:FB CYC:6295
D542  24 01     A:55 X:23 Y:11 P:65 SP:FB CYC:6299
D544  A9 11     A:55 X:23 Y:11 P:E5 SP:FB CYC:6302
D546  A2 23     A:11 X:23 Y:11 P:65 SP:FB CYC:6304
D548  A0 00     A:11 X:23 Y:11 P:65 SP:FB CYC:6306
D54A  AC 78 06  A:11 X:23 Y:00 P:67 SP:FB CYC:6308
D54D  F0 10     A:11 X:23 Y:55 P:65 SP:FB CYC:6312
D54F  30 0E     A:11 X:23 Y:55 P:65 SP:FB CYC:6314
D551  C0 55     A:11 X:23 Y:55 P:65 SP:FB CYC:6316
D553  D0 0A     A:11 X:23 Y:55 P:67 SP:FB CYC:6318
D555  C9 11     A:11 X:23 Y:55 P:67 SP:FB CYC:6320
D557  D0 06     A:11 X:23 Y:55 P:67 SP:FB CYC:6322
D559  E0 23     A:11 X:23 Y:55 P:67 SP:FB CYC:6324
D55B  50 02     A:11 X:23 Y:55 P:67 SP:FB CYC:6326
D55D  F0 04     A:11 X:23 Y:55 P:67 SP:FB CYC:6328
D563  A0 46     A:11 X:23 Y:55 P:67 SP:FB CYC:6331
D565  24 01     A:11 X:23 Y:46 P:65 SP:FB CYC:6333
D567  8C 78 06  A:11 X:23 Y:46 P:E5 SP:FB CYC:6336
D56A  F0 0B     A:11 X:23 Y:46 P:E5 SP:FB CYC:6340
D56C  10 09     A:11 X:23 Y:46 P:E5 SP:FB CYC:6342
D56E  50 07     A:11 X:23 Y:46 P:E5 SP:FB CYC:6344
D570  AC 78 06  A:11 X:23 Y:46 P:E5 SP:FB CYC:6346
D573  C0 46     A:11 X:23 Y:46 P:65 SP:FB CYC:6350
D575  F0 04     A:11 X:23 Y:46 P:67 SP:FB CYC:6352
D57B  24 01     A:11 X:23 Y:46 P:67 SP:FB CYC:6355
D57D  A9 55     A:11 X:23 Y:46 P:E5 SP:FB CYC:6358
D57F  8D 78 06  A:55 X:23 Y:46 P:65 SP:FB CYC:6360
D582  A0 11     A:55 X:23 Y:46 P:65 SP:FB CYC:6364
D584  A9 23     A:55 X:23 Y:11 P:65 SP:FB CYC:6366
D586  A2 00     A:23 X:23 Y:11 P:65 SP:FB CYC:6368
D588  AE 78 06  A:23 X:00 Y:11 P:67 SP:FB CYC:6370
D58B  F0 10     A:23 X:55 Y:11 P:65 SP:FB CYC:6374
D58D  30 0E     A:23 X:55 Y:11 P:65 SP:FB CYC:6376
D58F  E0 55     A:23 X:55 Y:11 P:65 SP:FB CYC:6378
D591  D0 0A     A:23 X:55 Y:11 P:67 SP:FB CYC:6380
D593  C0 11     A:23 X:55 Y:11 P:67 SP:FB CYC:6382
D595  D0 06     A:23 X:55 Y:11 P:67 SP:FB CYC:6384
D597  C9 23     A:23 X:55 Y:11 P:67 SP:FB CYC:6386
D599  50 02     A:23 X:55 Y:11 P:67 SP:FB CYC:6388
D59B  F0 04     A:23 X:55 Y:11 P:67 SP:FB CYC:6390
D5A1  A2 46     A:23 X:55 Y:11 P:67 SP:FB CYC:6393
D5A3  24 01     A:23 X:46 Y:11 P:65 SP:FB CYC:6395
D5A5  8E 78 06  A:23 X:46 Y:11 P:E5 SP:FB CYC:6398
D5A8  F0 0B     A:23 X:46 Y:11 P:E5 SP:FB CYC:6402
D5AA  10 09     A:23 X:46 Y:11 P:E5 SP:FB CYC:6404
D5AC  50 07     A:23 X:46 Y:11 P:E5 SP:FB CYC:6406
D5AE  AE 78 06  A:23 X:46 Y:11 P:E5 SP:FB CYC:6408
D5B1  E0 46     A:23 X:46 Y:11 P:65 SP:FB CYC:6412
D5B3  F0 04     A:23 X:46 Y:11 P:67 SP:FB CYC:6414
D5B9  A9 C0     A:23 X:46 Y:11 P:67 SP:FB CYC:6417
D5BB  8D 78 06  A:C0 X:46 Y:11 P:E5 SP:FB CYC:6419
D5BE  A2 33     A:C0 X:46 Y:11 P:E5 SP:FB CYC:6423
D5C0  A0 88     A:C0 X:33 Y:11 P:65 SP:FB CYC:6425
D5C2  A9 05     A:C0 X:33 Y:88 P:E5 SP:FB CYC:6427
D5C4  2C 78 06  A:05 X:33 Y:88 P:65 SP:FB CYC:6429
D5C7  10 10     A:05 X:33 Y:88 P:E7 SP:FB CYC:6433
D5C9  50 0E     A:05 X:33 Y:88 P:E7 SP:FB CYC:6435
D5CB  D0 0C     A:05 X:33 Y:88 P:E7 SP:FB CYC:6437
D5CD  C9 05     A:05 X:33 Y:88 P:E7 SP:FB CYC:6439
D5CF  D0 08     A:05 X:33 Y:88 P:67 SP:FB CYC:6441
D5D1  E0 33     A:05 X:33 Y:88 P:67 SP:FB CYC:6443
D5D3  D0 04     A:05 X:33 Y:88 P:67 SP:FB CYC:6445
D5D5  C0 88     A:05 X:33 Y:88 P:67 SP:FB CYC:6447
D5D7  F0 04     A:05 X:33 Y:88 P:67 SP:FB CYC:6449
D5DD  A9 03     A:05 X:33 Y:88 P:67 SP:FB CYC:6452
D5DF  8D 78 06  A:03 X:33 Y:88 P:65 SP:FB CYC:6454
D5E2  A9 01     A:03 X:33 Y:88 P:65 SP:FB CYC:6458
D5E4  2C 78 06  A:01 X:33 Y:88 P:65 SP:FB CYC:6460
D5E7  30 08     A:01 X:33 Y:88 P:25 SP:FB CYC:6464
D5E9  70 06     A:01 X:33 Y:88 P:25 SP:FB CYC:6466
D5EB  F0 04     A:01 X:33 Y:88 P:25 SP:FB CYC:6468
D5ED  C9 01     A:01 X:33 Y:88 P:25 SP:FB CYC:6470
D5EF  F0 04     A:01 X:33 Y:88 P:27 SP:FB CYC:6472
D5F5  A0 B8     A:01 X:33 Y:88 P:27 SP:FB CYC:6475
D5F7  A9 AA     A:01 X:33 Y:B8 P:A5 SP:FB CYC:6477
D5F9  8D 78 06  A:AA X:33 Y:B8 P:A5 SP:FB CYC:6479
D5FC  20 B6 F7  A:AA X:33 Y:B8 P:A5 SP:FB CYC:6483
F7B6  18        A:AA X:33 Y:B8 P:A5 SP:F9 CYC:6489
F7B7  A9 FF     A:AA X:33 Y:B8 P:A4 SP:F9 CYC:6491
F7B9  85 01     A:FF X:33 Y:B8 P:A4 SP:F9 CYC:6493
F7BB  24 01     A:FF X:33 Y:B8 P:A4 SP:F9 CYC:6496
F7BD  A9 55     A:FF X:33 Y:B8 P:E4 SP:F9 CYC:6499
F7BF  60        A:55 X:33 Y:B8 P:64 SP:F9 CYC:6501
D5FF  0D 78 06  A:55 X:33 Y:B8 P:64 SP:FB CYC:6507
D602  20 C0 F7  A:FF X:33 Y:B8 P:E4 SP:FB CYC:6511
F7C0  B0 09     A:FF X:33 Y:B8 P:E4 SP:F9 CYC:6517
F7C2  10 07     A:FF X:33 Y:B8 P:E4 SP:F9 CYC:6519
F7C4  C9 FF     A:FF X:33 Y:B8 P:E4 SP:F9 CYC:6521
F7C6  D0 03     A:FF X:33 Y:B8 P:67 SP:F9 CYC:6523
F7C8  50 01     A:FF X:33 Y:B8 P:67 SP:F9 CYC:6525
F7CA  60        A:FF X:33 Y:B8 P:67 SP:F9 CYC:6527
D605  C8        A:FF X:33 Y:B8 P:67 SP:FB CYC:6533
D606  A9 00     A:FF X:33 Y:B9 P:E5 SP:FB CYC:6535
D608  8D 78 06  A:00 X:33 Y:B9 P:67 SP:FB CYC:6537
D60B  20 CE F7  A:00 X:33 Y:B9 P:67 SP:FB CYC:6541
F7CE  38        A:00 X:33 Y:B9 P:67 SP:F9 CYC:6547
F7CF  B8        A:00 X:33 Y:B9 P:67 SP:F9 CYC:6549
F7D0  A9 00     A:00 X:33 Y:B9 P:27 SP:F9 CYC:6551
F7D2  60        A:00 X:33 Y:B9 P:27 SP:F9 CYC:6553
D60E  0D 78 06  A:00 X:33 Y:B9 P:27 SP:FB CYC:6559
D611  20 D3 F7  A:00 X:33 Y:B9 P:27 SP:FB CYC:6563
F7D3  D0 07     A:00 X:33 Y:B9 P:27 SP:F9 CYC:6569
F7D5  70 05     A:00 X:33 Y:B9 P:27 SP:F9 CYC:6571
F7D7  90 03     A:00 X:33 Y:B9 P:27 SP:F9 CYC:6573
F7D9  30 01     A:00 X:33 Y:B9 P:27 SP:F9 CYC:6575
F7DB  60        A:00 X:33 Y:B9 P:27 SP:F9 CYC:6577
D614  C8        A:00 X:33 Y:B9 P:27 SP:FB CYC:6583
D615  A9 AA     A:00 X:33 Y:BA P:A5 SP:FB CYC:6585
D617  8D 78 06  A:AA X:33 Y:BA P:A5 SP:FB CYC:6587
D61A  20 DF F7  A:AA X:33 Y:BA P:A5 SP:FB CYC:6591
F7DF  18        A:AA X:33 Y:BA P:A5 SP:F9 CYC:6597
F7E0  24 01     A:AA X:33 Y:BA P:A4 SP:F9 CYC:6599
F7E2  A9 55     A:AA X:33 Y:BA P:E4 SP:F9 CYC:6602
F7E4  60        A:55 X:33 Y:BA P:64 SP:F9 CYC:6604
D61D  2D 78 06  A:55 X:33 Y:BA P:64 SP:FB CYC:6610
D620  20 E5 F7  A:00 X:33 Y:BA P:66 SP:FB CYC:6614
F7E5  D0 07     A:00 X:33 Y:BA P:66 SP:F9 CYC:6620
F7E7  50 05     A:00 X:33 Y:BA P:66 SP:F9 CYC:6622
F7E9  B0 03     A:00 X:33 Y:BA P:66 SP:F9 CYC:6624
F7EB  30 01     A:00 X:33 Y:BA P:66 SP:F9 CYC:6626
F7ED  60        A:00 X:33 Y:BA P:66 SP:F9 CYC:6628
D623  C8        A:00 X:33 Y:BA P:66 SP:FB CYC:6634
D624  A9 EF     A:00 X:33 Y:BB P:E4 SP:FB CYC:6636
D626  8D 78 06  A:EF X:33 Y:BB P:E4 SP:FB CYC:6638
D629  20 F1 F7  A:EF X:33 Y:BB P:E4 SP:FB CYC:6642
F7F1  38        A:EF X:33 Y:BB P:E4 SP:F9 CYC:6648
F7F2  B8        A:EF X:33 Y:BB P:E5 SP:F9 CYC:6650
F7F3  A9 F8     A:EF X:33 Y:BB P:A5 SP:F9 CYC:6652
F7F5  60        A:F8 X:33 Y:BB P:A5 SP:F9 CYC:6654
D62C  2D 78 06  A:F8 X:33 Y:BB P:A5 SP:FB CYC:6660
D62F  20 F6 F7  A:E8 X:33 Y:BB P:A5 SP:FB CYC:6664
F7F6  90 09     A:E8 X:33 Y:BB P:A5 SP:F9 CYC:6670
F7F8  10 07     A:E8 X:33 Y:BB P:A5 SP:F9 CYC:6672
F7FA  C9 E8     A:E8 X:33 Y:BB P:A5 SP:F9 CYC:6674
F7FC  D0 03     A:E8 X:33 Y:BB P:27 SP:F9 CYC:6676
F7FE  70 01     A:E8 X:33 Y:BB P:27 SP:F9 CYC:6678
F800  60        A:E8 X:33 Y:BB P:27 SP:F9 CYC:6680
D632  C8        A:E8 X:33 Y:BB P:27 SP:FB CYC:6686
D633  A9 AA     A:E8 X:33 Y:BC P:A5 SP:FB CYC:6688
D635  8D 78 06  A:AA X:33 Y:BC P:A5 SP:FB CYC:6690
D638  20 04 F8  A:AA X:33 Y:BC P:A5 SP:FB CYC:6694
F804  18        A:AA X:33 Y:BC P:A5 SP:F9 CYC:6700
F805  24 01     A:AA X:33 Y:BC P:A4 SP:F9 CYC:6702
F807  A9 5F     A:AA X:33 Y:BC P:E4 SP:F9 CYC:6705
F809  60        A:5F X:33 Y:BC P:64 SP:F9 CYC:6707
D63B  4D 78 06  A:5F X:33 Y:BC P:64 SP:FB CYC:6713
D63E  20 0A F8  A:F5 X:33 Y:BC P:E4 SP:FB CYC:6717
F80A  B0 09     A:F5 X:33 Y:BC P:E4 SP:F9 CYC:6723
F80C  10 07     A:F5 X:33 Y:BC P:E4 SP:F9 CYC:6725
F80E  C9 F5     A:F5 X:33 Y:BC P:E4 SP:F9 CYC:6727
F810  D0 03     A:F5 X:33 Y:BC P:67 SP:F9 CYC:6729
F812  50 01     A:F5 X:33 Y:BC P:67 SP:F9 CYC:6731
F814  60        A:F5 X:33 Y:BC P:67 SP:F9 CYC:6733
D641  C8        A:F5 X:33 Y:BC P:67 SP:FB CYC:6739
D642  A9 70     A:F5 X:33 Y:BD P:E5 SP:FB CYC:6741
D644  8D 78 06  A:70 X:33 Y:BD P:65 SP:FB CYC:6743
D647  20 18 F8  A:70 X:33 Y:BD P:65 SP:FB CYC:6747
F818  38        A:70 X:33 Y:BD P:65 SP:F9 CYC:6753
F819  B8        A:70 X:33 Y:BD P:65 SP:F9 CYC:6755
F81A  A9 70     A:70 X:33 Y:BD P:25 SP:F9 CYC:6757
F81C  60        A:70 X:33 Y:BD P:25 SP:F9 CYC:6759
D64A  4D 78 06  A:70 X:33 Y:BD P:25 SP:FB CYC:6765
D64D  20 1D F8  A:00 X:33 Y:BD P:27 SP:FB CYC:6769
F81D  D0 07     A:00 X:33 Y:BD P:27 SP:F9 CYC:6775
F81F  70 05     A:00 X:33 Y:BD P:27 SP:F9 CYC:6777
F821  90 03     A:00 X:33 Y:BD P:27 SP:F9 CYC:6779
F823  30 01     A:00 X:33 Y:BD P:27 SP:F9 CYC:6781
F825  60        A:00 X:33 Y:BD P:27 SP:F9 CYC:6783
D650  C8        A:00 X:33 Y:BD P:27 SP:FB CYC:6789
D651  A9 69     A:00 X:33 Y:BE P:A5 SP:FB CYC:6791
D653  8D 78 06  A:69 X:33 Y:BE P:25 SP:FB CYC:6793
D656  20 29 F8  A:69 X:33 Y:BE P:25 SP:FB CYC:6797
F829  18        A:69 X:33 Y:BE P:25 SP:F9 CYC:6803
F82A  24 01     A:69 X:33 Y:BE P:24 SP:F9 CYC:6805
F82C  A9 00     A:69 X:33 Y:BE P:E4 SP:F9 CYC:6808
F82E  60        A:00 X:33 Y:BE P:66 SP:F9 CYC:6810
D659  6D 78 06  A:00 X:33 Y:BE P:66 SP:FB CYC:6816
D65C  20 2F F8  A:69 X:33 Y:BE P:24 SP:FB CYC:6820
F82F  30 09     A:69 X:33 Y:BE P:24 SP:F9 CYC:6826
F831  B0 07     A:69 X:33 Y:BE P:24 SP:F9 CYC:6828
F833  C9 69     A:69 X:33 Y:BE P:24 SP:F9 CYC:6830
F835  D0 03     A:69 X:33 Y:BE P:27 SP:F9 CYC:6832
F837  70 01     A:69 X:33 Y:BE P:27 SP:F9 CYC:6834
F839  60        A:69 X:33 Y:BE P:27 SP:F9 CYC:6836
D65F  C8        A:69 X:33 Y:BE P:27 SP:FB CYC:6842
D660  20 3D F8  A:69 X:33 Y:BF P:A5 SP:FB CYC:6844
F83D  38        A:69 X:33 Y:BF P:A5 SP:F9 CYC:6850
F83E  24 01     A:69 X:33 Y:BF P:A5 SP:F9 CYC:6852
F840  A9 00     A:69 X:33 Y:BF P:E5 SP:F9 CYC:6855
F842  60        A:00 X:33 Y:BF P:67 SP:F9 CYC:6857
D663  6D 78 06  A:00 X:33 Y:BF P:67 SP:FB CYC:6863
D666  20 43 F8  A:6A X:33 Y:BF P:24 SP:FB CYC:6867
F843  30 09     A:6A X:33 Y:BF P:24 SP:F9 CYC:6873
F845  B0 07     A:6A X:33 Y:BF P:24 SP:F9 CYC:6875
F847  C9 6A     A:6A X:33 Y:BF P:24 SP:F9 CYC:6877
F849  D0 03     A:6A X:33 Y:BF P:27 SP:F9 CYC:6879
F84B  70 01     A:6A X:33 Y:BF P:27 SP:F9 CYC:6881
F84D  60        A:6A X:33 Y:BF P:27 SP:F9 CYC:6883
D669  C8        A:6A X:33 Y:BF P:27 SP:FB CYC:6889
D66A  A9 7F     A:6A X:33 Y:C0 P:A5 SP:FB CYC:6891
D66C  8D 78 06  A:7F X:33 Y:C0 P:25 SP:FB CYC:6893
D66F  20 51 F8  A:7F X:33 Y:C0 P:25 SP:FB CYC:6897
F851  38        A:7F X:33 Y:C0 P:25 SP:F9 CYC:6903
F852  B8        A:7F X:33 Y:C0 P:25 SP:F9 CYC:6905
F853  A9 7F     A:7F X:33 Y:C0 P:25 SP:F9 CYC:6907
F855  60        A:7F X:33 Y:C0 P:25 SP:F9 CYC:6909
D672  6D 78 06  A:7F X:33 Y:C0 P:25 SP:FB CYC:6915
D675  20 56 F8  A:FF X:33 Y:C0 P:E4 SP:FB CYC:6919
F856  10 09     A:FF X:33 Y:C0 P:E4 SP:F9 CYC:6925
F858  B0 07     A:FF X:33 Y:C0 P:E4 SP:F9 CYC:6927
F85A  C9 FF     A:FF X:33 Y:C0 P:E4 SP:F9 CYC:6929
F85C  D0 03     A:FF X:33 Y:C0 P:67 SP:F9 CYC:6931
F85E  50 01     A:FF X:33 Y:C0 P:67 SP:F9 CYC:6933
F860  60        A:FF X:33 Y:C0 P:67 SP:F9 CYC:6935
D678  C8        A:FF X:33 Y:C0 P:67 SP:FB CYC:6941
D679  A9 80     A:FF X:33 Y:C1 P:E5 SP:FB CYC:6943
D67B  8D 78 06  A:80 X:33 Y:C1 P:E5 SP:FB CYC:6945
D67E  20 64 F8  A:80 X:33 Y:C1 P:E5 SP:FB CYC:6949
F864  18        A:80 X:33 Y:C1 P:E5 SP:F9 CYC:6955
F865  24 01     A:80 X:33 Y:C1 P:E4 SP:F9 CYC:6957
F867  A9 7F     A:80 X:33 Y:C1 P:E4 SP:F9 CYC:6960
F869  60        A:7F X:33 Y:C1 P:64 SP:F9 CYC:6962
D681  6D 78 06  A:7F X:33 Y:C1 P:64 SP:FB CYC:6968
D684  20 6A F8  A:FF X:33 Y:C1 P:A4 SP:FB CYC:6972
F86A  10 09     A:FF X:33 Y:C1 P:A4 SP:F9 CYC:6978
F86C  B0 07     A:FF X:33 Y:C1 P:A4 SP:F9 CYC:6980
F86E  C9 FF     A:FF X:33 Y:C1 P:A4 SP:F9 CYC:6982
F870  D0 03     A:FF X:33 Y:C1 P:27 SP:F9 CYC:6984
F872  70 01     A:FF X:33 Y:C1 P:27 SP:F9 CYC:6986
F874  60        A:FF X:33 Y:C1 P:27 SP:F9 CYC:6988
D687  C8        A:FF X:33 Y:C1 P:27 SP:FB CYC:6994
D688  20 78 F8  A:FF X:33 Y:C2 P:A5 SP:FB CYC:6996
F878  38        A:FF X:33 Y:C2 P:A5 SP:F9 CYC:7002
F879  B8        A:FF X:33 Y:C2 P:A5 SP:F9 CYC:7004
F87A  A9 7F     A:FF X:33 Y:C2 P:A5 SP:F9 CYC:7006
F87C  60        A:7F X:33 Y:C2 P:25 SP:F9 CYC:7008
D68B  6D 78 06  A:7F X:33 Y:C2 P:25 SP:FB CYC:7014
D68E  20 7D F8  A:00 X:33 Y:C2 P:27 SP:FB CYC:7018
F87D  D0 07     A:00 X:33 Y:C2 P:27 SP:F9 CYC:7024
F87F  30 05     A:00 X:33 Y:C2 P:27 SP:F9 CYC:7026
F881  70 03     A:00 X:33 Y:C2 P:27 SP:F9 CYC:7028
F883  90 01     A:00 X:33 Y:C2 P:27 SP:F9 CYC:7030
F885  60        A:00 X:33 Y:C2 P:27 SP:F9 CYC:7032
D691  C8        A:00 X:33 Y:C2 P:27 SP:FB CYC:7038
D692  A9 40     A:00 X:33 Y:C3 P:A5 SP:FB CYC:7040
D694  8D 78 06  A:40 X:33 Y:C3 P:25 SP:FB CYC:7042
D697  20 89 F8  A:40 X:33 Y:C3 P:25 SP:FB CYC:7046
F889  24 01     A:40 X:33 Y:C3 P:25 SP:F9 CYC:7052
F88B  A9 40     A:40 X:33 Y:C3 P:E5 SP:F9 CYC:7055
F88D  60        A:40 X:33 Y:C3 P:65 SP:F9 CYC:7057
D69A  CD 78 06  A:40 X:33 Y:C3 P:65 SP:FB CYC:7063
D69D  20 8E F8  A:40 X:33 Y:C3 P:67 SP:FB CYC:7067
F88E  30 07     A:40 X:33 Y:C3 P:67 SP:F9 CYC:7073
F890  90 05     A:40 X:33 Y:C3 P:67 SP:F9 CYC:7075
F892  D0 03     A:40 X:33 Y:C3 P:67 SP:F9 CYC:7077
F894  50 01     A:40 X:33 Y:C3 P:67 SP:F9 CYC:7079
F896  60        A:40 X:33 Y:C3 P:67 SP:F9 CYC:7081
D6A0  C8        A:40 X:33 Y:C3 P:67 SP:FB CYC:7087
D6A1  48        A:40 X:33 Y:C4 P:E5 SP:FB CYC:7089
D6A2  A9 3F     A:40 X:33 Y:C4 P:E5 SP:FA CYC:7092
D6A4  8D 78 06  A:3F X:33 Y:C4 P:65 SP:FA CYC:7094
D6A7  68        A:3F X:33 Y:C4 P:65 SP:FA CYC:7098
D6A8  20 9A F8  A:40 X:33 Y:C4 P:65 SP:FB CYC:7102
F89A  B8        A:40 X:33 Y:C4 P:65 SP:F9 CYC:7108
F89B  60        A:40 X:33 Y:C4 P:25 SP:F9 CYC:7110
D6AB  CD 78 06  A:40 X:33 Y:C4 P:25 SP:FB CYC:7116
D6AE  20 9C F8  A:40 X:33 Y:C4 P:25 SP:FB CYC:7120
F89C  F0 07     A:40 X:33 Y:C4 P:25 SP:F9 CYC:7126
F89E  30 05     A:40 X:33 Y:C4 P:25 SP:F9 CYC:7128
F8A0  90 03     A:40 X:33 Y:C4 P:25 SP:F9 CYC:7130
F8A2  70 01     A:40 X:33 Y:C4 P:25 SP:F9 CYC:7132
F8A4  60        A:40 X:33 Y:C4 P:25 SP:F9 CYC:7134
D6B1  C8        A:40 X:33 Y:C4 P:25 SP:FB CYC:7140
D6B2  48        A:40 X:33 Y:C5 P:A5 SP:FB CYC:7142
D6B3  A9 41     A:40 X:33 Y:C5 P:A5 SP:FA CYC:7145
D6B5  8D 78 06  A:41 X:33 Y:C5 P:25 SP:FA CYC:7147
D6B8  68        A:41 X:33 Y:C5 P:25 SP:FA CYC:7151
D6B9  CD 78 06  A:40 X:33 Y:C5 P:25 SP:FB CYC:7155
D6BC  20 A8 F8  A:40 X:33 Y:C5 P:A4 SP:FB CYC:7159
F8A8  F0 05     A:40 X:33 Y:C5 P:A4 SP:F9 CYC:7165
F8AA  10 03     A:40 X:33 Y:C5 P:A4 SP:F9 CYC:7167
F8AC  10 01     A:40 X:33 Y:C5 P:A4 SP:F9 CYC:7169
F8AE  60        A:40 X:33 Y:C5 P:A4 SP:F9 CYC:7171
D6BF  C8        A:40 X:33 Y:C5 P:A4 SP:FB CYC:7177
D6C0  48        A:40 X:33 Y:C6 P:A4 SP:FB CYC:7179
D6C1  A9 00     A:40 X:33 Y:C6 P:A4 SP:FA CYC:7182
D6C3  8D 78 06  A:00 X:33 Y:C6 P:26 SP:FA CYC:7184
D6C6  68        A:00 X:33 Y:C6 P:26 SP:FA CYC:7188
D6C7  20 B2 F8  A:40 X:33 Y:C6 P:24 SP:FB CYC:7192
F8B2  A9 80     A:40 X:33 Y:C6 P:24 SP:F9 CYC:7198
F8B4  60        A:80 X:33 Y:C6 P:A4 SP:F9 CYC:7200
D6CA  CD 78 06  A:80 X:33 Y:C6 P:A4 SP:FB CYC:7206
D6CD  20 B5 F8  A:80 X:33 Y:C6 P:A5 SP:FB CYC:7210
F8B5  F0 05     A:80 X:33 Y:C6 P:A5 SP:F9 CYC:7216
F8B7  10 03     A:80 X:33 Y:C6 P:A5 SP:F9 CYC:7218
F8B9  90 01     A:80 X:33 Y:C6 P:A5 SP:F9 CYC:7220
F8BB  60        A:80 X:33 Y:C6 P:A5 SP:F9 CYC:7222
D6D0  C8        A:80 X:33 Y:C6 P:A5 SP:FB CYC:7228
D6D1  48        A:80 X:33 Y:C7 P:A5 SP:FB CYC:7230
